what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365279056007
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365279074693
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365279074811
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365279082077
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365279134827
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365279134995
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.opendecl",1365279146062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365279146211
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365279151179
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365279151235
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365279151270
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365279156574
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.opendecl",1365279159037
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365279177210
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365279239128
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365279486745
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365279999405
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365280003344
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365280021613
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365280021614
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365280022605
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365280022956
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365280024224
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365280024225
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365280025136
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365280026045
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365280026877
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365280029360
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365280029360
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365280029368
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365280029379
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.closeAll",1365280029387
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365280038465
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365280038504
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365280053207
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365280057992
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365280148547
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365280155725
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365280169289
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365280172847
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365280350588
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365280354810
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365280365316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365280368616
executed,command,it.baeyens.avreclipse.ui,4.0.8,"it.baeyens.avreclipse.commands.uploadproject",1365280531423
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365280531740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365280580910
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365280583785
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365280628438
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365280635685
