what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1378858584460
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1378858584460
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1378858584461
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1378858584461
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1378858584461
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1378858584461
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1378858584461
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1378858584461
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1378858584463
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1378858584463
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1378858584463
started,bundle,com.collabnet.subversion.merge,3.0.13,"com.collabnet.subversion.merge",1378858584463
started,bundle,org.tigris.subversion.clientadapter,1.8.3,"org.tigris.subversion.clientadapter",1378858584463
started,bundle,org.tigris.subversion.subclipse.core,1.8.19,"org.tigris.subversion.subclipse.core",1378858584463
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.1.0,"org.tigris.subversion.subclipse.tools.usage",1378858584463
started,bundle,org.tigris.subversion.subclipse.ui,1.8.19,"org.tigris.subversion.subclipse.ui",1378858584463
started,bundle,com.vectrace.MercurialEclipse,2.1.0.201304290948,"com.vectrace.MercurialEclipse",1378858584464
os,sysinfo,,,"win32",1378858584472
arch,sysinfo,,,"x86",1378858584472
ws,sysinfo,,,"win32",1378858584472
locale,sysinfo,,,"en_US",1378858584472
processors,sysinfo,,,"4",1378858584472
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1378858584472
java.runtime.version,sysinfo,,,"1.7.0_25-b17",1378858584472
java.specification.name,sysinfo,,,"Java Platform API Specification",1378858584472
java.specification.vendor,sysinfo,,,"Oracle Corporation",1378858584472
java.specification.version,sysinfo,,,"1.7",1378858584472
java.vendor,sysinfo,,,"Oracle Corporation",1378858584472
java.version,sysinfo,,,"1.7.0_25",1378858584472
java.vm.info,sysinfo,,,"mixed mode, sharing",1378858584472
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1378858584472
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1378858584472
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1378858584472
java.vm.specification.version,sysinfo,,,"1.7",1378858584472
java.vm.vendor,sysinfo,,,"Oracle Corporation",1378858584472
java.vm.version,sysinfo,,,"23.25-b01",1378858584472
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1378858584531
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1378858584583
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1378858584665
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378858586052
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1378858588554
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378858589632
opened,view,com.vectrace.MercurialEclipse,2.1.0.201304290948,"com.vectrace.MercurialEclipse.repository.RepositoriesView",1378858589887
opened,view,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.sync.views.SynchronizeView",1378858590431
activated,perspective,com.vectrace.MercurialEclipse,2.1.0.201304290948,"com.vectrace.MercurialEclipse.Perspective",1378858590580
activated,view,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.sync.views.SynchronizeView",1378858590603
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1378858590840
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1378858590840
activated,view,com.vectrace.MercurialEclipse,2.1.0.201304290948,"com.vectrace.MercurialEclipse.repository.RepositoriesView",1378858595629
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378858599570
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378858600809
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378858621006
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378858622227
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378858624514
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378858628760
opened,view,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui.GenericHistoryView",1378858658502
