what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365223550220
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365223550250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365223550255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365223553698
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365223571809
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365223571845
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365223571854
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365223575855
error,log,,,"Serial port COM7 already in use. Try quiting any programs that may be using it",1365223575870
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365223597729
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365223610368
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365223638837
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365223645906
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365223645933
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1365223688644
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1365223696096
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365223704099
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1365223707249
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.opendecl",1365223747577
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.opendecl",1365223748991
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365223755256
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365223813478
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365223830952
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365223835676
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365223844711
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365223851506
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365223855970
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365223856873
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365223859227
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365223861934
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365223880926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365223883211
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365223885275
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1365223890011
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365223896328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365223909098
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365223911141
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365223913228
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.opendecl",1365223921933
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365223929111
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365223954248
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1365223954275
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365223957739
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365223961225
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365223962907
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365223971323
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365223972989
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365223975218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365224043010
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365224105289
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365224115326
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365224175882
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365224179296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365224789176
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365224804551
activated,view,it.baeyens.arduino.monitor,1.2.2,"it.baeyens.arduino.monitor.views.SerialMonitor",1365224809526
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365224828594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365224834762
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365224834780
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365224872138
activated,view,it.baeyens.arduino.monitor,1.2.2,"it.baeyens.arduino.monitor.views.SerialMonitor",1365224957750
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365224957754
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365224957768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365225145359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365225170331
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365225173805
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365265451760
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1365265468600
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365265470068
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1365265470222
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365265478765
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1365265484920
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365265501068
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365265502463
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365265502490
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1365265551932
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1365265656958
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365265658456
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365265662064
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365265665198
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1365265676935
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365265824054
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365265826077
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365265828266
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1365265841088
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365265842805
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365265847530
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365265861118
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365265868278
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365265870346
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365265899061
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365265904427
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365265908138
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365265911648
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365265911913
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365265912188
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365265912472
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365265912785
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365265913099
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365265913419
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365265915672
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365265916188
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365265916560
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365265917118
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365265917651
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365265918044
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365265918391
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365265918920
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365265921694
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365265928548
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365265930735
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1365265937300
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365265937533
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1365265939710
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365265948458
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1365265955273
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1365265955490
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365265972272
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365265976514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365265980070
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365265983813
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365265985816
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365265987927
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365266076747
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365266079467
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365266185246
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365266188031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365266190918
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365266355065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365266356968
executed,command,it.baeyens.avreclipse.ui,4.0.8,"it.baeyens.avreclipse.commands.uploadproject",1365266356978
